"contrast","odds.ratio","SE","df","asymp.LCL","asymp.UCL","null","z.ratio","p.value","celltype","region","p_adj"
"Amyloid_effect",1.12196464803614,0.327900989017822,Inf,0.632718229603118,1.98951857643247,1,0.39376870769071,0.693751809388681,"Oligodendrocytes4","Capillaries",0.846694911935864
"Amyloid_effect",1.62961300095251,0.405784864739939,Inf,1.00029807265183,2.65484719552967,1,1.96116085197369,0.0498602619959461,"Oligodendrocytes5","Capillaries",0.152904803454235
"Amyloid_effect",1.06431059587256,0.327837916510332,Inf,0.58193451346986,1.9465369698257,1,0.202342565443567,0.839648925704267,"Oligodendrocytes6","Capillaries",0.877814785963552
"Amyloid_effect",0.999342423005232,0.315435219954166,Inf,0.538317753721873,1.85519662227961,1,-0.00208398017096891,0.998337225600129,"Oligodendrocytes7","Capillaries",0.998337225600129
"Amyloid_effect",0.930267685317731,0.187961662538892,Inf,0.626068247552588,1.38227416855814,1,-0.357745540758843,0.720533748915299,"Oligodendrocytes8","Capillaries",0.846694911935864
"Amyloid_effect",1.07113419760362,0.248497069089314,Inf,0.679782447412089,1.68778772332796,1,0.296205870469595,0.767072865915281,"OPC1","Capillaries",0.846694911935864
"Amyloid_effect",1.18354224178992,0.240165149713718,Inf,0.795165265004338,1.76161145330396,1,0.830432238013651,0.406294444892768,"OPC2","Capillaries",0.613485784123088
"Amyloid_effect",1.17909127815025,0.249383617537984,Inf,0.778958112328059,1.78476380206756,1,0.778913470257106,0.436030688462713,"OPC3","Capillaries",0.613485784123088
"Amyloid_effect",1.72556413960416,0.341149167127678,Inf,1.17124035556564,2.54223788118184,1,2.75946292357601,0.00578964564254599,"Pericytes","Capillaries",0.0332904624446395
"Amyloid_effect",1.98954914736767,0.293052928152348,Inf,1.49065095389855,2.65542097527201,1,4.67023786742231,3.00851164427376e-06,"SMC","Capillaries",0.000138391535636593
"Amyloid_effect",2.11700675484799,0.427179180464325,Inf,1.42548599062182,3.14399273620152,1,3.71685203070104,0.000201720504118502,"VLMC1","Capillaries",0.00309304772981703
"Amyloid_effect",1.33539809406171,0.296003986924186,Inf,0.864835770162958,2.06199619759901,1,1.30483529589873,0.191948937597775,"VLMC2","Capillaries",0.367902130395735
"Amyloid_effect",1.0423095760402,0.20312163732529,Inf,0.711406049869145,1.52712962239348,1,0.212642356090633,0.831605931508316,"Astrocytes1","Parenchyma",0.91080649641387
